packet_id,benchmark,criterion,provider,label,evidence_refs,evidence_note,confidence
B012,InfiAgent-DABench,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E002"",""line_start"":41,""line_end"":49},{""source_id"":""E003"",""line_start"":193,""line_end"":200}]","Code expects responses_file_path and writes results_{model}.json, but the packet does not include any example prediction/response files or trajectories demonstrating actual model outputs.",high
B012,InfiAgent-DABench,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E003"",""line_start"":182,""line_end"":200}]",eval.py generates results_{model}.json with responses but no actual sample predictions or trajectories are included in the packet.,medium
B012,InfiAgent-DABench,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":33,""line_end"":37}]","No sample outputs, predictions, or trajectory files are included in the inspected packet, though external HuggingFace/GitHub releases are mentioned in the README.",high
B013,MLAgentBench,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":88,""line_end"":96},{""source_id"":""E001"",""line_start"":114,""line_end"":117},{""source_id"":""E003"",""line_start"":24,""line_end"":33},{""source_id"":""E003"",""line_start"":100,""line_end"":108},{""source_id"":""E003"",""line_start"":125,""line_end"":133}]","README specifies eval script interface (log-folder, task, json output). CLRS evaluation defines internal types (DataPoint-based outputs/predictions). Full schema of the JSON outputs and other tasks’ eval inputs is not provided.",medium
B013,MLAgentBench,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":114,""line_end"":116}]",README describes task folder structure (env/ script/) but does not give explicit input/output schema for tasks generally.,medium
B013,MLAgentBench,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":125,""line_end"":140}]","The evaluation inputs are structured as a Tuple of probing.DataPoint outputs and a Result dictionary of predictions, processed in evaluate().",high
B013,MLAgentBench,Metric definition,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":122,""line_end"":131},{""source_id"":""E003"",""line_start"":125,""line_end"":139},{""source_id"":""E003"",""line_start"":160,""line_end"":190},{""source_id"":""E003"",""line_start"":192,""line_end"":201}]","CLRS evaluation.py fully defines per-type metrics and a mean ‘score’. README defines benchmark-level notions (10% improvement over baseline, average improvement) but not precise computation details or formulas across logs/tasks.",high
B013,MLAgentBench,Metric definition,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":122,""line_end"":131},{""source_id"":""E003"",""line_start"":125,""line_end"":140}]","README defines Success Rate and Average Improvement metrics at benchmark level; CLRS task evaluation.py gives per-task scoring, but no unified metric spec across all 13 tasks.",medium
B013,MLAgentBench,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":192,""line_end"":202}]","Metrics like F1 score (_mask_fn) and mean-squared error are defined for distinct spec types (SCALAR, MASK, POINTER, etc.).",high
B013,MLAgentBench,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":88,""line_end"":96},{""source_id"":""E001"",""line_start"":114,""line_end"":117},{""source_id"":""E003"",""line_start"":25,""line_end"":39},{""source_id"":""E003"",""line_start"":100,""line_end"":139}]","CLRS task includes a full evaluation implementation. README references a global MLAgentBench.eval entry point and per-task eval.py scripts, but those implementations are not included in the packet except for CLRS.",medium
B013,MLAgentBench,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":88,""line_end"":96},{""source_id"":""E003"",""line_start"":125,""line_end"":202}]",README references MLAgentBench.eval module and CLRS env/evaluation.py provides concrete implementation with eval functions.,high
B013,MLAgentBench,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":125,""line_end"":139}]",The complete Python evaluation implementation for the CLRS benchmark environment is provided in evaluation.py.,high
B013,MLAgentBench,Grading rules & tie-breaking,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":122,""line_end"":131},{""source_id"":""E003"",""line_start"":133,""line_end"":139}]","README defines success rate as runs achieving >10% improvement over baseline and mentions average improvement. CLRS evaluator defines score as mean of per-output metrics. No explicit rules for handling ties, multiple runs per agent, or missing submissions.",medium
B013,MLAgentBench,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":122,""line_end"":133}]",No mention of tie-breaking or grading rules beyond success rate/improvement thresholds; no explicit rules for edge cases.,medium
B013,MLAgentBench,Grading rules & tie-breaking,gemini,not-applicable,"[{""source_id"":""E003"",""line_start"":137,""line_end"":139}]","The benchmark uses quantitative correctness metrics and does not involve subjective rules, human grading, or tie-breaking.",high
B013,MLAgentBench,Predictions->aggregate-score mapping,openai,partially-documented,"[{""source_id"":""E003"",""line_start"":125,""line_end"":139},{""source_id"":""E001"",""line_start"":122,""line_end"":131}]","For CLRS, mapping from predictions to per-output metrics then to a scalar ‘score’ is implemented. README describes higher-level aggregation into success rate and average improvement, but code mapping individual run scores/logs to these benchmark-level aggregates is not shown.",high
B013,MLAgentBench,Predictions->aggregate-score mapping,anthropic,partially-documented,"[{""source_id"":""E003"",""line_start"":125,""line_end"":139},{""source_id"":""E001"",""line_start"":88,""line_end"":103}]",CLRS evaluate() shows per-task aggregation to scalar 'score'; overall benchmark aggregation (success rate/improvement across 13 tasks) described in README but no code shown combining tasks.,medium
B013,MLAgentBench,Predictions->aggregate-score mapping,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":137,""line_end"":139}]",An aggregate score is mapped by calculating the mean of all output scores in evaluate().,high
B013,MLAgentBench,Sample predictions / trajectories,openai,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":71,""line_end"":84},{""source_id"":""E001"",""line_start"":85,""line_end"":87},{""source_id"":""E001"",""line_start"":129,""line_end"":133}]","README describes log directory structure and links to example logs and all logs in external locations (Google Drive, separate GitHub repo). These artifacts are referenced but not contained or inspectable within the provided packet.",high
B013,MLAgentBench,Sample predictions / trajectories,anthropic,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":86,""line_end"":86},{""source_id"":""E001"",""line_start"":133,""line_end"":133}]","README links to external Google Drive logs and GitHub logs repo for sample trajectories, but these external artifacts are not included in packet for verification.",medium
B013,MLAgentBench,Sample predictions / trajectories,gemini,documented-and-verifiable,"[{""source_id"":""E004"",""line_start"":30,""line_end"":51}]",Unit tests in evaluation_test.py generate sample predictions and check their parsed values.,high
B014,MLE-bench,Input/expected-output schema,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":174,""line_end"":181},{""source_id"":""E002"",""line_start"":38,""line_end"":52},{""source_id"":""E003"",""line_start"":7,""line_end"":10},{""source_id"":""E004"",""line_start"":102,""line_end"":121}]","README specifies JSONL fields `competition_id` and `submission_path` for grading; competition grade.py files check required CSV columns and ID alignment, defining concrete input/output schema for submissions and grading functions.",high
B014,MLE-bench,Input/expected-output schema,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":38,""line_end"":65},{""source_id"":""E003"",""line_start"":7,""line_end"":11},{""source_id"":""E004"",""line_start"":102,""line_end"":130}]","Grade functions explicitly define required submission columns (id/cell_order, id/has_cactus, Id/Label) and validation checks against answers dataframe.",high
B014,MLE-bench,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":174,""line_end"":181},{""source_id"":""E002"",""line_start"":38,""line_end"":65}]","The README describes the grading input CSV format requirement and the JSONL structure. The competition-specific validation code checks specific columns, length equality, identifiers, and types.",high
B014,MLE-bench,Metric definition,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":9,""line_end"":35},{""source_id"":""E003"",""line_start"":1,""line_end"":11},{""source_id"":""E004"",""line_start"":43,""line_end"":99},{""source_id"":""E001"",""line_start"":67,""line_end"":69}]","Per-competition metrics (Kendall tau, ROC AUC, weighted AUC) are fully specified in code. However, the benchmark’s `any_medal_percentage` metric used for leaderboard aggregation is referenced but not defined or implemented in the shown packet.",high
B014,MLE-bench,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":9,""line_end"":35},{""source_id"":""E004"",""line_start"":43,""line_end"":99}]",Kendall tau and weighted AUC metrics are implemented with detailed comments referencing competition evaluation pages.,high
B014,MLE-bench,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":9,""line_end"":36},{""source_id"":""E004"",""line_start"":43,""line_end"":100}]","Detailed code implementations of custom metrics, including Kendall Tau and Alaska weighted AUC, are provided with mathematical comments and explanations.",high
B014,MLE-bench,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":174,""line_end"":189},{""source_id"":""E002"",""line_start"":38,""line_end"":70},{""source_id"":""E003"",""line_start"":4,""line_end"":11},{""source_id"":""E004"",""line_start"":102,""line_end"":135},{""source_id"":""E001"",""line_start"":60,""line_end"":69}]",Competition-level evaluators (grade functions) are implemented and inspectable. The higher-level evaluator that computes `any_medal_percentage` and aggregates grading reports is referenced (aggregate_grading_reports.py) but its implementation is not included in the packet.,high
